original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human,changed
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,a bloated degree thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,0.003499507904,0.003959298134,0,0,0,4,Failed,,TRUE
"every time you look , sweet home alabama is taking another bummer of a wrong turn . ","every moment you look , sweet home alabama is taking another bummer of a wrong turn . ",0.006440043449,0.01003009081,0,0,0,3,Failed,,TRUE
how do you spell cliché ? ,how do you spell cliché ? ,0.002755999565,0.002755999565,0,0,0,1,Failed,,FALSE
no telegraphing is too obvious or simplistic for this movie . ,no telegraphing is too obvious or simplistic for this movie . ,0.9401634336,0.9401634336,1,1,0,1,Skipped,,
"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . ","director of pictures benoit delhomme filmed the movie in delicious colour , and the costume and sets are grand . ",0.0004681348801,0.0005697607994,1,1,1,7,Failed,,TRUE
i thought my own watch had stopped keeping time as i slogged my way through clockstoppers . ,i thought my own watch had stopped keeping time as i knew my route through clockstoppers . ,0.004196703434,0.008409023285,0,0,0,24,Failed,,TRUE
"less dizzying than just dizzy , the jaunt is practically over before it begins . ","less dizzying than just dizzy , the jaunt is nearly over before it begins . ",0.1382441521,0.5435032845,0,1,0,3,Successful,Negative,
overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . ,overall the film feels like a good television pilot that could not find a buyer to play it on the tube . ,0.0007537603378,0.004473984241,0,0,0,21,Failed,,TRUE
they should have called it gutterball . ,they should have called it gutterball . ,0.002062797546,0.002062797546,0,0,0,1,Failed,,FALSE
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,corpus cles -- while certainly interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,0.005909502506,0.009709298611,0,0,0,15,Failed,,TRUE
( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,( a ) n utterly delightful and funny movies that reminded me of the best of the disney comedies from the 60s . ,0.0002415776253,0.0002703070641,1,1,1,9,Failed,,TRUE
"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . ","there 's too much fun to the second half , and what started as an intriguing peek at youth fizzles into a dull , ridiculous attempt at heart-tugging . ",0.0009323954582,0.001523673534,0,0,0,24,Failed,,TRUE
"wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ","wince-inducing dialogue , fancy attire , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ",0.01195168495,0.02263563871,0,0,0,20,Failed,,TRUE
a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love . ,a rigorously structured and finely shot drama about a fathers and sons connection that is a brief shooting star of love . ,0.0002745985985,0.0003288984299,1,1,1,7,Failed,,TRUE
"this is human comedy at its most amusing , interesting and confirming . ","this is human humor at its most amusing , interesting and confirming . ",0.0004126429558,0.0004687309265,1,1,1,3,Failed,,TRUE
"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting . ","whaley 's determination to immerse you in pure , unrelenting wretchedness is exhausting . ",0.006532371044,0.007519721985,0,0,0,2,Failed,,TRUE
worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,worth watching for dong jie 's performance -- and for the ways it documents a culture in the throes of rapid change . ,0.0003434419632,0.0003625154495,1,1,1,2,Failed,,TRUE
"a poignant , artfully crafted meditation on mortality . ","a poignant , artfully conceived meditation on mortality . ",0.0003097057343,0.0003470182419,1,1,1,3,Failed,,TRUE
"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . ","too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . ",0.005819916725,0.005819916725,0,0,0,1,Failed,,FALSE
"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . ","vera 's three actors -- miguel , gil and gil -- excel in insightful , empathetic performances . ",0.0002771019936,0.0003041028976,1,1,1,28,Failed,,TRUE
it 's everything you do n't go to the movies for . ,it 's everything you do n't go to the movies for . ,0.9990159869,0.9990159869,1,1,0,1,Skipped,,
"( grant 's ) bumbling magic takes over the film , and it turns out to be another winning star vehicle . ","( grant 's ) bumbling magic takes over the movie , and it turns out to be another winning star vehicle . ",0.001342773438,0.002008080482,1,1,1,2,Failed,,TRUE
"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ","it gets for the screen just about as much of the novella as one did reasonably expect , and is engrossing and moving in its own right . ",0.0002947449684,0.0003428459167,1,1,1,6,Failed,,TRUE
"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . ","velocity represents everything wrong with '' independent film '' as a unique , sold-out concept on the american film scene . ",0.002242267132,0.6483649611,0,1,0,28,Successful,Negative,
"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ","but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ",0.1352088451,0.1352088451,1,1,1,2,Failed,,FALSE
the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses . ,the piece plays as well as it does thanks in big measures to love 's three lead actresses . ,0.0005007982254,0.0006448626518,1,1,1,9,Failed,,TRUE
"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood . ","suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been reprinted and sold back to us by hollywood . ",0.000729739666,0.0007613897324,0,0,0,5,Failed,,TRUE
but what are adults doing in the theater at all ? ,but what are adults doing in the theater at all ? ,0.008491039276,0.008491039276,0,0,0,1,Failed,,FALSE
like being trapped at a perpetual frat party ... how can something so gross be so boring ? ,like being trapped at a perpetual frat parties ... how can anything so gross be so boring ? ,0.001072943211,0.001139879227,0,0,0,4,Failed,,TRUE
"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","the man from elysian fields is a cold , silent work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",0.01269710064,0.01277381182,0,0,0,8,Failed,,TRUE
this is n't even madonna 's swept away . ,this is never even madonna 's swept away . ,0.00208324194,0.1486027837,0,0,0,4,Failed,,TRUE
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,0.8151040673,0.8151040673,1,1,0,1,Skipped,,
american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,0.9893266559,0.9893266559,1,1,0,1,Skipped,,
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,my big fat greek wedding used stereotypes in a nice mix of sweet ener and lovingly dished out humor . ,0.0004064440727,0.001511216164,1,1,1,10,Failed,,TRUE
... a magnificent drama well worth tracking down . ,... a magnificent drama well worth tracking down . ,0.0005280375481,0.0005280375481,1,1,1,1,Failed,,FALSE
"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . ","oscar wilde 's masterpiece , the importance of being earnest , may be the finest play of the 15th century . ",0.001414418221,0.00217372179,1,1,1,20,Failed,,TRUE
"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . ","jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . ",0.0003977417946,0.0003977417946,1,1,1,6,Failed,,FALSE
but it still jingles in the pocket . ,but it still jingles in the pocket . ,0.6649316549,0.6649316549,0,0,1,1,Skipped,,
"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . ","it 's a demented kitsch mess ( although the animated digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . ",0.003412008286,0.003622591496,1,1,1,21,Failed,,TRUE
"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this . ","you really have to wonder how on earth anyone , anywhere would have thought they 'd make audiences respond with a script as utterly diabolical as this . ",0.0240418911,0.03573155403,0,0,0,23,Failed,,TRUE
one from the heart . ,one from the heart . ,0.0018273592,0.0018273592,1,1,1,1,Failed,,FALSE
made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,made with no obvious craft and always sanctimonious in dealing with childhood loss . ,0.001613974571,0.01767355204,0,0,0,16,Failed,,TRUE
people cinema at its finest . ,people cinema at its finest . ,0.0007674694061,0.0007674694061,1,1,1,1,Failed,,FALSE
"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","what 's striking about full frontal is that despite its apparent self-awareness , parts of the movie nevertheless manage to break past the artifice and thoroughly engage you . ",0.0009191036224,0.00129699707,1,1,1,11,Failed,,TRUE
"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ","and when you 're talk about a slapstick comedy , that 's a pretty big problem . ",0.003446698189,0.004332304001,0,0,0,7,Failed,,TRUE
a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,a working class `` us vs. them '' opera that leaves no heartstring free and no liberal cause unplundered . ,0.175927341,0.7991908789,1,0,1,3,Successful,Negative,
"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ","nelson 's brutally direct approach ... sucks the humanity from the film , leave behind an horrific but strangely unemotional spectacle . ",0.04145139456,0.7116461992,0,1,0,22,Successful,Positive,
one long string of cliches . ,one long string of cliches . ,0.0009465813637,0.0009465813637,0,0,0,2,Failed,,FALSE
like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter . ,like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a small off-kilter . ,0.002594172955,0.003580451012,0,0,0,3,Failed,,TRUE
it 's hard to imagine alan arkin being better than he is in this performance . ,it 's difficult to imagine alan arkin being better than he is in this performance . ,0.01109224558,0.07002383471,1,1,1,3,Failed,,TRUE
the film will play equally well on both the standard and giant screens . ,the movie will play equally well on both the standard and giant screens . ,0.003025650978,0.004012525082,1,1,1,2,Failed,,TRUE
"... a fun little timewaster , helped especially by the cool presence of jean reno . ","... a fun little timewaster , helped mostly by the cool presence of jean reno . ",0.0002688765526,0.0002928376198,1,1,1,22,Failed,,TRUE
something like scrubbing the toilet . ,something like scrubbing the toilet . ,0.003042459488,0.003042459488,0,0,0,1,Failed,,FALSE
there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . ,there 's enough melodrama in this magnolia primavera to make pta proud even director muccino 's characters are less worthy of puccini than they are of daytime television . ,0.02322673798,0.997492969,0,1,0,2,Successful,Negative,
"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a newer generation . ",0.000424683094,0.0004270672798,1,1,1,8,Failed,,TRUE
"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . ","if there 's one thing this world needs less of , it 's films about college that are written and directed by people who could successfully pass an entrance exam . ",0.01753771305,0.7278837562,0,1,0,23,Successful,Negative,
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ","writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves swiftly enough to cover its clunky dialogue and lapses in logic . ",0.2554735541,0.7142659426,1,0,1,4,Successful,Positive,
"the result is a gaudy bag of stale candy , something from a halloween that died . ","the result is a gaudy bag of stale chocolate , something from a halloween that died . ",0.001169621944,0.001306355,0,0,0,3,Failed,,TRUE
it 's a lovely film with lovely performances by buy and accorsi . ,it 's a lovely movie with lovely performances by buy and accorsi . ,0.0002862811089,0.0002908110619,1,1,1,11,Failed,,TRUE
"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","there 's anything auspicious , and daring , too , about the artistic instinct that pushes a mad director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ",0.0007719993591,0.04912614822,1,1,1,17,Failed,,TRUE
"movie fans , get ready to take off ... the other direction . ","movie fans , get ready to take off ... the other direction . ",0.9964547753,0.9964547753,1,1,0,1,Skipped,,
not an objectionable or dull film ; it merely lacks everything except good intentions . ,not an objectionable or boring film ; it merely lacked everything except good intentions . ,0.00229382515,0.008596837521,0,0,0,6,Failed,,TRUE
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ","while its careful pace and seemingly opaque story may not satisfy every creature 's appetite , the film 's last scene is profoundly , profoundly moving . ",0.0005316138268,0.000929236412,1,1,1,47,Failed,,TRUE
a film about a young man finding god that is accessible and touching to the marrow . ,a film about a young man finding god that is accessible and touching to the marrow . ,0.0004287362099,0.0004287362099,1,1,1,2,Failed,,FALSE
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,a compelling spanish telenovela about the withering effects of jealousy in the life of a young monarch who sexual passion for her husband becomes an obsession . ,0.0006524920464,0.000880420208,1,1,1,8,Failed,,TRUE
an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,an infectious cultural fable with a tasty balance of family tragedy and frenetic comedy . ,0.0002580285072,0.0002730488777,1,1,1,2,Failed,,TRUE
i do n't think i laughed out loud once . ,i do n't thought i laughed out loud once . ,0.0552265048,0.74707371,0,1,0,3,Successful,Negative,
"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ","very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ",0.9965761304,0.9965761304,1,1,0,1,Skipped,,
"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ","not the sort of flick that will appeal to a mainstream american viewers , but there is a certain charm about the film that makes it a suitable entrance into the fest circuit . ",0.0004675388336,0.0005213618279,1,1,1,17,Failed,,TRUE
it 's a beautiful madness . ,it 's a beautiful madness . ,0.000662624836,0.000662624836,1,1,1,2,Failed,,FALSE
"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ","when the film completed , i felt weary and drained and wished to lie on my own deathbed for a while . ",0.009498596191,0.01750892401,0,0,0,5,Failed,,TRUE
not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,not really bad so much as distasteful : we need kidnapping suspense drama right now like we need doomsday thrillers . ,0.004252493382,0.005420327187,0,0,0,8,Failed,,TRUE
"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","as ` chick flicks ' go , this one is quite miserable , resorting to string-pulling rather than legitimate character isation and intelligent plotting . ",0.00116699934,0.002408742905,0,0,0,4,Failed,,TRUE
"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ","by explicitly describing the politics implicated in the creation of an excellent piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ",0.0006405711174,0.004812896252,1,1,1,10,Failed,,TRUE
one of the most significant moviegoing pleasures of the year . ,one of the most important moviegoing pleasures of the year . ,0.0003697872162,0.0004017949104,1,1,1,2,Failed,,TRUE
"prurient playthings aside , there 's little to love about this english trifle . ","prurient playthings aside , there 's little to love about this english trifle . ",0.001736700535,0.001736700535,0,0,0,1,Failed,,FALSE
a grimly competent and stolid and earnest military courtroom drama . ,a grimly competent and stolid and earnest military courtroom drama . ,0.0004824399948,0.0004824399948,1,1,1,7,Failed,,FALSE
at once half-baked and overheated . ,at once half-baked and overheated . ,0.006308317184,0.006308317184,0,0,0,1,Failed,,FALSE
the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . ,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunter trilogy that was never planned . ,0.2448552847,0.3433593512,1,1,1,5,Failed,,TRUE
the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,the movie does a good job of laying out some of the major issues that we faced as we journey through life . ,0.0006287693977,0.0008115172386,1,1,1,9,Failed,,TRUE
very psychoanalytical -- provocatively so -- and also refreshingly literary . ,very psychoanalytical -- apparently so -- and also refreshingly literary . ,0.0004059672356,0.0005079507828,1,1,1,16,Failed,,TRUE
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ","aside from minor tinkering , this is the same movie you probably liked in 1994 , except that it looks even better . ",0.02888339758,0.05948239565,1,1,1,3,Failed,,TRUE
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,the film makes a fatal mistake : it asks us to care about a young man who only obvious virtue is that he is not quite as unpleasant as some of the people in his life . ,0.1250189543,0.210013032,0,0,0,7,Failed,,TRUE
a valueless kiddie paean to pro basketball underwritten by the nba . ,a valueless kiddie paean to pro basketball underwritten by the nba . ,0.006764709949,0.006764709949,0,0,0,5,Failed,,FALSE
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","based on a devilishly witty screenplay by heather mcgowan and niels mueller , the movie got great laughs , but never at the cost of its characters ",0.0008577108383,0.01584076881,1,1,1,7,Failed,,TRUE
"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ","it 's as if you 're watching a film that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ",0.006252765656,0.008045971394,0,0,0,3,Failed,,TRUE
that 's a cheat . ,that 's a cheat . ,0.002465844154,0.002465844154,0,0,0,1,Failed,,FALSE
"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ","it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",0.9954963326,0.9954963326,1,1,0,1,Skipped,,
it 's fun lite . ,it 's fun lite . ,0.0002548098564,0.0002548098564,1,1,1,1,Failed,,FALSE
"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ","... an otherwise intense , twist-and-turn thriller that probably should not hurt talented young gaghan 's resume . ",0.0151232481,0.8894432783,1,0,1,7,Successful,Negative,
it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,it emphasizes fincher 's status as a movie maker who artfully incorporates technological know-how to the service of psychological insight . ,0.0005090236664,0.0006688833237,1,1,1,5,Failed,,TRUE
"the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment . ","the film includes no good jokes , no good scenes , barely a time when carvey 's saturday night live-honed mimicry jumps above the levels of embarrassment . ",0.001160681248,0.001644432545,0,0,0,6,Failed,,TRUE
"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ","a more amusing romp that , if anything else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ",0.0003299713135,0.001178562641,1,1,1,21,Failed,,TRUE
"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ","it 's not original , and , robbed of the elements of surprise , it does still have any great laughs in its tale of irresponsible cops who love to play pranks . ",0.0009551644325,0.2054030895,0,0,0,27,Failed,,TRUE
"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ","though moonlight mile is replete with acclaimed actors and actors and tackles a subject that 's potentially moving , the film is too predictable and too powerful to reach a level of high drama . ",0.007581353188,0.02478843927,0,0,0,26,Failed,,TRUE
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty . ","a tender , witty , captivating film about friendship , love , memory , trust and loyalty . ",0.0002452731133,0.0002452731133,1,1,1,2,Failed,,FALSE
"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . ","for all its technical virtuosity , the film is so immersed in juvenile and dramatic pedagogy that it 's sufficient to make one pine for the day when godard can no long handle the rigors of filmmaking . ",0.005017518997,0.5282716751,0,1,0,21,Successful,Positive,
"this film seems thirsty for reflection , itself taking on adolescent qualities . ","this film looks thirsty for reflection , itself taking on adolescent qualities . ",0.4748177528,0.8894070983,0,1,0,3,Successful,Positive,
this nickleby thing might have more homosexual undertones than an eddie murphy film . ,this nickleby thing might have more homosexual appeal than an eddie murphy film . ,0.02032846212,0.04000335932,0,0,0,21,Failed,,TRUE
bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,bogdanovich responds by offering a peep show into the life of the era 's creme de la celluloid . ,0.007304787636,0.09020286798,1,1,1,7,Failed,,TRUE
"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ","but the power of these ( subjects ) is obscured by the majority of the films that shows a fixed camera on a topic that could be mistaken for giving a public oration , rather than contributing to a cinema 's narrative . ",0.005421757698,0.01025187969,0,0,0,8,Failed,,TRUE
"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ","irwin is a man with enough charm and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ",0.07642310858,0.1785929203,0,0,0,5,Failed,,TRUE
griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,griffiths proves she 's that rare luminary who continually fies the standards of her profession . ,0.0003236532211,0.0004441142082,1,1,1,7,Failed,,TRUE
"just as moving , uplifting and funny as ever . ","just as moving , uplifting and funny as ever . ",0.000318646431,0.000318646431,1,1,1,1,Failed,,FALSE
enormously entertaining for moviegoers of any age . ,enormously entertaining for moviegoers of any age . ,0.0003072023392,0.0003072023392,1,1,1,1,Failed,,FALSE
"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . ","a lean , deftly shot , tight , weirdly retro thriller that recalls a raft of '90s and '2000s european-set spy pictures . ",0.0002930760384,0.0003753900528,1,1,1,20,Failed,,TRUE
"this is a good script , good dialogue , funny even for adults . ","this is a good script , good dialogue , funny even for adults . ",0.0002627968788,0.0002627968788,1,1,1,3,Failed,,FALSE
the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,the affectionate charm that once seemed congenital to demme 's perspective has a difficult moment emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood film effects . ,0.002309918404,0.008318722248,0,0,0,19,Failed,,TRUE
this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,0.7011106014,0.7011106014,0,0,1,1,Skipped,,
i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,i can take infantile humor ... but this is the kind of infantile that makes you wonder about changing the director and writer 's diapers . ,0.006558775902,0.01244956255,0,0,0,3,Failed,,TRUE
"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ","this piece of channel 5 grade trash is , very honestly , an insult to the intelligence of the true genre enthusiast . ",0.0007907152176,0.000935614109,0,0,0,6,Failed,,TRUE
a delightful coming-of-age story . ,a delightful coming-of-age story . ,0.0002160668373,0.0002160668373,1,1,1,2,Failed,,FALSE
"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ","a black african film about the modern condition of rootlessness , a state experienced by millions around the globe . ",0.0005176067352,0.004713714123,1,1,1,11,Failed,,TRUE
a strangely compelling and brilliantly acted psychological drama . ,a strangely compelling and beautifully acted psychological drama . ,0.0002565979958,0.0002588629723,1,1,1,2,Failed,,TRUE
the only excitement comes when the credits finally roll and you get to leave the theater . ,the only excitement occurs when the credits finally roll and you get to leave the theater . ,0.00874131918,0.01131439209,0,0,0,4,Failed,,TRUE
"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . ","the film is dawn of the dead contrasted with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as large as the second . ",0.009417176247,0.07561635971,0,0,0,4,Failed,,TRUE
"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ","it has the charm of the original american road film , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ",0.0005096197128,0.0005460381508,1,1,1,4,Failed,,TRUE
"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ",0.0002252459526,0.0002252459526,1,1,1,1,Failed,,FALSE
it 's a buggy drag . ,it 's a buggy drag . ,0.002721130848,0.002721130848,0,0,0,1,Failed,,FALSE
it wants to tweak them with a taste of tangy new humor . ,it wants to tweak them with a taste of tangy new humor . ,0.02406424284,0.02406424284,1,1,1,2,Failed,,FALSE
late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,0.00218474865,0.00218474865,0,0,0,1,Failed,,FALSE
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,candid and comfortable ; a film that deftly incorporates action and reflection as it lets you grasp and feel the passion others have for their work . ,0.0002903342247,0.000296652317,1,1,1,3,Failed,,TRUE
a quiet treasure -- a film to be savored . ,a quiet treasure -- a film to be savored . ,0.0002840161324,0.0002840161324,1,1,1,1,Failed,,FALSE
"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ","the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ",0.9099856019,0.9099856019,1,1,0,1,Skipped,,
"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ","this is the genre of burly action film where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whichever passes for logic is a factor of the final plot device left standing . ",0.001448333263,0.005593061447,0,0,0,7,Failed,,TRUE
teen movies have really hit the skids . ,teen movies have really hit the skids . ,0.9791674018,0.9791674018,1,1,0,1,Skipped,,
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . ","woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . ",0.003068983555,0.003068983555,1,1,1,3,Failed,,FALSE
it 's made with deftly unsettling genre flair . ,it 's made with deftly unsettling genre flair . ,0.001047730446,0.001047730446,1,1,1,1,Failed,,FALSE
manages to show life in all of its banality when the intention is quite the opposite . ,manages to show life in all of its banality when the intention is quite the opposite . ,0.8028287292,0.8028287292,1,1,0,1,Skipped,,
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",0.001672565937,0.001672565937,0,0,0,1,Failed,,FALSE
collateral damage finally delivers the goods for schwarzenegger fans . ,collateral damage finally delivers the goods for schwarzenegger fans . ,0.004828989506,0.004828989506,1,1,1,1,Failed,,FALSE
a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . ,a giggle-inducing comedy with snappy storylines and winning performances by an unlikely team of judges : susan kennedy and goldie hawn . ,0.0003318786621,0.0005437731743,1,1,1,30,Failed,,TRUE
