original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human
"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ? ","is the time truly ripen for a warmed-over james bond adventure , with a villages cretin as the 007 clone ? ",0.05902916193,0.424651444,0,0,0,25,Failed,
"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy . ","even the greatest leader ca n't make a hotdog into nothing more than a hotdog , and robert de niro ca n't make this movie nothing more than a trashy cop buddy comedy . ",0.003366410732,0.02285432816,0,0,0,17,Failed,
"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ","the realities of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ",0.1743789315,0.5257338285,0,1,0,6,Successful,
"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal ","samira makhmalbaf 's new film blackboards is much like the ethos of a stream of awareness , despite , it 's sorrowful for the viewer that the thoughts and reflections coming through are torpid and ordinary ",0.002425611019,0.5750945807,0,1,0,30,Successful,
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,a swollen gasbag thesis grotesquely impressed by its own gargantuan halo of self-importance ... ,0.003499507904,0.00620919466,0,0,0,9,Failed,
"every time you look , sweet home alabama is taking another bummer of a wrong turn . ","every time you look , sweet home alabama is taking another bummer of a fallacious turn . ",0.006440043449,0.9631396532,0,1,0,12,Successful,
how do you spell cliché ? ,how do you spell clichés ? ,0.002755999565,0.003229141235,0,0,0,3,Failed,
no telegraphing is too obvious or simplistic for this movie . ,no telegraphing is too obvious or simplistic for this movie . ,0.9401635528,0.9401635528,1,1,0,1,Skipped,
"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . ","director of photographer benedict delhomme shot the movie in delicious colors , and the costume and sets are prodigious . ",0.0004681348801,0.08696615696,1,1,1,17,Failed,
i thought my own watch had stopped keeping time as i slogged my way through clockstoppers . ,i thought my own watch had stopped conserving moment as i slogged my pathways through clockstoppers . ,0.004196703434,0.008616685867,0,0,0,32,Failed,
"less dizzying than just dizzy , the jaunt is practically over before it begins . ","less dizzying than just dizzy , the jaunt is nearly over before it begins . ",0.1382447481,0.5435036421,0,1,0,5,Successful,
overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . ,overall the film feels like a low-budget tv pilot that could not finds a shopper to play it on the piping . ,0.0007537603378,0.001125872135,0,0,0,14,Failed,
they should have called it gutterball . ,they should have termed it gutterball . ,0.002062797546,0.002330720425,0,0,0,3,Failed,
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,corpus collosum -- while undeniably interesting -- donned out its welcome well before the end credits rolled about 45 minutes in . ,0.005909502506,0.9796851873,0,1,0,2,Successful,
( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,( a ) n utterly charms and funny film that remembered me of the best of the disneyland comedies from the 60s . ,0.0002415776253,0.0003445148468,1,1,1,21,Failed,
"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . ","there 's too much falseness to the second half , and what began as an riveting look at youth fizzles into a dreary , laughable endeavour at heart-tugging . ",0.0009323954582,0.001629054546,0,0,0,27,Failed,
"wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ","wince-inducing conversations , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special influence all conspire to proof trekkie faithfulness . ",0.01195180416,0.08556628227,0,0,0,15,Failed,
a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love . ,a scrupulously structured and finely filmed drama about a father and son connection that is a succinct shooting superstar of love . ,0.0002745985985,0.0004682540894,1,1,1,18,Failed,
"this is human comedy at its most amusing , interesting and confirming . ","this is human comedian at its most humorous , interesting and corroborate . ",0.0004126429558,0.0008744597435,1,1,1,17,Failed,
"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting . ","whaley 's determination to immerse you in pure , tireless pittance is exhausting . ",0.006532371044,0.09602642059,0,0,0,22,Failed,
worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,worth staring for dong jie 's performance -- and for the manner it documents a civilisations in the throes of expedited change . ,0.0003434419632,0.0008074641228,1,1,1,9,Failed,
"a poignant , artfully crafted meditation on mortality . ","a poignant , artfully crafted meditation on death . ",0.0003097057343,0.0003571510315,1,1,1,3,Failed,
"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . ","too restrained to be a freak show , too mercenary and obvious to be cerebral , too monotonous and pretentious to be engage ... the island defies an uncomplicated categorization . ",0.005819916725,0.284168303,0,0,0,24,Failed,
"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . ","velma 's three protagonists -- mollà , gil and bardem -- excel in shrewd , empathetic performances . ",0.0002771019936,0.0004116892815,1,1,1,8,Failed,
it 's everything you do n't go to the movies for . ,it 's everything you do n't go to the movies for . ,0.9990159869,0.9990159869,1,1,0,1,Skipped,
"( grant 's ) bumbling magic takes over the film , and it turns out to be another winning star vehicle . ","( grant 's ) bumbling magic takes over the film , and it turns out to be another earning stars autos . ",0.001342773438,0.8074293733,1,0,1,15,Successful,
"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ","it obtains during the screen just about as much of the novella as one could reasonably expect , and is engrossing and shifting in its own rights . ",0.0002947449684,0.002516031265,1,1,1,15,Failed,
"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . ","velocity represents everything fallacious with '' independent film '' as a commodified , sold-out concepts on the american film scene . ",0.002242267132,0.4873218536,0,0,0,18,Failed,
"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ","but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suckle . ",0.1352092028,0.9507114291,1,0,1,3,Successful,
the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses . ,the piece plays as well as it does thanks in prodigious measurement to anspaugh 's three culminate actresses . ,0.0005007982254,0.00208824873,1,1,1,25,Failed,
"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood . ","suffocated by its manic script and uptight characters , this musty coping is all the more galling since it 's been packing and sold back to us by hollywood . ",0.000729739666,0.001720786095,0,0,0,29,Failed,
but what are adults doing in the theater at all ? ,but what are adults doing in the theater at all ? ,0.008491039276,0.008491039276,0,0,0,7,Failed,
like being trapped at a perpetual frat party ... how can something so gross be so boring ? ,like being trapped at a undying frat party ... how can anything so glaring be so monotonous ? ,0.001072943211,0.004148602486,0,0,0,18,Failed,
"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","the man from elysian fields is a cold , bliss-less work that sighs along thought itself some notable comments on how life throws us some beguiling curves . ",0.01269721985,0.4782794714,0,0,0,30,Failed,
this is n't even madonna 's swept away . ,this is n't even madonna 's stormed away . ,0.00208324194,0.006859719753,0,0,0,3,Failed,
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,0.8151039481,0.8151039481,1,1,0,1,Skipped,
american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,0.9893266559,0.9893266559,1,1,0,1,Skipped,
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,my big fat greek marriages used stereotypes in a resplendent amalgam of sweet romance and lovingly dished out humor . ,0.0004064440727,0.006510734558,1,1,1,40,Failed,
... a magnificent drama well worth tracking down . ,... a excellent drama well worth flagging down . ,0.0005280375481,0.0009655952454,1,1,1,13,Failed,
"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . ","oscars wilde 's centerpiece , the importance of being earnest , may be the better playing of the 19th century . ",0.001414418221,0.03077685833,1,1,1,9,Failed,
"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . ","antonio campanella offerings a loosely autobiographical story painted with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that persist like snapshots of memory . ",0.0003977417946,0.0004612207413,1,1,1,9,Failed,
but it still jingles in the pocket . ,but it still jingles in the pocket . ,0.6649314165,0.6649314165,0,0,1,1,Skipped,
"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . ","it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrities and has more innards and energies than much of what will openings this year . ",0.003412008286,0.1342725754,1,1,1,18,Failed,
"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this . ","you really have to wonder how on lands anyone , everywhere could have thought they 'd make audiences guffaw with a screenplay as downright diabolical as this . ",0.02404201031,0.2232300043,0,0,0,13,Failed,
one from the heart . ,one from the heart . ,0.0018273592,0.0018273592,1,1,1,1,Failed,
made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,effected with no discernible handicraft and monstrously sanctimonious in addressing with childhood loss . ,0.001613974571,0.002786338329,0,0,0,8,Failed,
people cinema at its finest . ,people cinema at its nicest . ,0.0007674694061,0.01644957066,1,1,1,4,Failed,
"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","what 's staggering about full frontal is that though its overt self-awareness , parts of the movie still administered to break past the artifice and scrupulously engage you . ",0.0009191036224,0.04042375088,1,1,1,32,Failed,
"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ","and when you 're talking about a slapstick comedy , that 's a pretty grandes issues . ",0.003446698189,0.5610601902,0,1,0,20,Successful,
a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,a working class `` us vs. them '' teatro that sheets no heartstring untugged and no liberal cause unplundered . ,0.1759284139,0.5707022548,1,0,1,4,Successful,
"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ","nelson 's ruthlessly unsentimental approach ... sucks the humankind from the film , leaving behind an terrifying but weirdly unemotional spectacle . ",0.04145127535,0.5288661718,0,1,0,23,Successful,
one long string of cliches . ,one long string of cliche . ,0.0009465813637,0.000996530056,0,0,0,3,Failed,
like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter . ,like staring a gown rehearsal the week before the show goes up : everything 's in place but anything 's just a small off-kilter . ,0.002594172955,0.008693873882,0,0,0,11,Failed,
it 's hard to imagine alan arkin being better than he is in this performance . ,it 's harsh to reckon alan arkin being better than he is in this performance . ,0.01109224558,0.9517204165,1,0,1,13,Successful,
the film will play equally well on both the standard and giant screens . ,the movie will play similarly well on both the standard and giant screens . ,0.003025650978,0.005742549896,1,1,1,16,Failed,
"... a fun little timewaster , helped especially by the cool presence of jean reno . ","... a fun little timewaster , helps especially by the groovy involvements of jean reno . ",0.0002688765526,0.0003229379654,1,1,1,7,Failed,
something like scrubbing the toilet . ,something like scrubbing the bathtub . ,0.003042459488,0.008854448795,0,0,0,11,Failed,
there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . ,there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less laudable of puccini than they are of daytime television . ,0.02322673798,0.531291008,0,1,0,7,Successful,
"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","may be far from the better of the series , but it 's ensured , admirably respectful of its past and exciting enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ",0.000424683094,0.0008286237717,1,1,1,43,Failed,
"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . ","if there 's one thing this world require fewest of , it 's films about college that are written and oriented by people who could n't pass an entrance exam . ",0.01753771305,0.6796491146,0,1,0,19,Successful,
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ","writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it shift fast enough to cover its clunky dialogue and lapses in logic . ",0.2554731369,0.8707108498,1,0,1,2,Successful,
"the result is a gaudy bag of stale candy , something from a halloween that died . ","the findings is a gaudy bag of stale sweets , something from a halloween that perished . ",0.001169621944,0.004373073578,0,0,0,20,Failed,
it 's a lovely film with lovely performances by buy and accorsi . ,it 's a lovely movies with nice performances by purchase and accorsi . ,0.0002862811089,0.0003360509872,1,1,1,36,Failed,
"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","there 's something propitious , and dares , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenges report so accountability to unnerve the majority . ",0.0007719993591,0.5541276932,1,0,1,18,Successful,
"movie fans , get ready to take off ... the other direction . ","movie fans , get ready to take off ... the other direction . ",0.9964547753,0.9964547753,1,1,0,1,Skipped,
not an objectionable or dull film ; it merely lacks everything except good intentions . ,not an objectionable or boring film ; it merely lacked everything except good intent . ,0.00229382515,0.01436722279,0,0,0,18,Failed,
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ","while its circumspect pace and evidently opaque story may not comply every moviegoer 's appetite , the film 's final scene is soaringly , transparently shifting . ",0.0005316138268,0.01798695326,1,1,1,32,Failed,
a film about a young man finding god that is accessible and touching to the marrow . ,a filmmaking about a young guy finding god that is available and affects to the marrow . ,0.0004287362099,0.001840651035,1,1,1,7,Failed,
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,a cogent spanish film about the withering consequences of envy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,0.0006524920464,0.507258296,1,0,1,16,Successful,
an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,an communicable cultural fable with a succulent equilibrium of family drama and frenetic comedy . ,0.0002580285072,0.5562428236,1,0,1,12,Successful,
i do n't think i laughed out loud once . ,i do n't think i laughed out vocal once . ,0.05522626638,0.1971262693,0,0,0,2,Failed,
"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ","very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ",0.9965761304,0.9965761304,1,1,0,1,Skipped,
"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ","not the kind of film that will appeal to a mainstream american audience , but there is a certain amulet about the film that makes it a adequate entrance into the fest circuits . ",0.0004675388336,0.0007421374321,1,1,1,16,Failed,
it 's a beautiful madness . ,it 's a sumptuous madness . ,0.000662624836,0.001258909702,1,1,1,13,Failed,
"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ","when the film ended , i felt weary and drained and desired to untruth on my own bedside for a while . ",0.009498596191,0.07079511881,0,0,0,14,Failed,
not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,not truly bad so much as unsavory : we need snatched suspense drama right now like we need doomsday thrillers . ,0.004252493382,0.0460922122,0,0,0,20,Failed,
"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","as ` chick flicks ' go , this one is quite sorrowful , resorting to string-pulling rather than justifiable character development and clever plotting . ",0.00116699934,0.2556669712,0,0,0,32,Failed,
"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ","by candidly detailing the politics involved in the creation of an extraordinaire piece of music , ( jones ) requests our attention to the inherent disputing between trading and creativity . ",0.0006405711174,0.01331317425,1,1,1,38,Failed,
one of the most significant moviegoing pleasures of the year . ,one of the most major moviegoing joys of the annum . ,0.0003697872162,0.0007103681564,1,1,1,12,Failed,
"prurient playthings aside , there 's little to love about this english trifle . ","prurient playthings aside , there 's small to adored about this english trifle . ",0.001736700535,0.06719595194,0,0,0,8,Failed,
a grimly competent and stolid and earnest military courtroom drama . ,a wearily proficient and stolid and earnest military courtroom dramas . ,0.0004824399948,0.001880705357,1,1,1,5,Failed,
at once half-baked and overheated . ,at once half-baked and overheated . ,0.006308317184,0.006308317184,0,0,0,2,Failed,
the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . ,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially finishes a good will hunting trilogy that was never planned . ,0.2448557019,0.626814425,1,0,1,6,Successful,
the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,the movie does a buena labor of laying out some of the major problem that we encounter as we journey through life . ,0.0006287693977,0.6460828781,1,0,1,10,Successful,
very psychoanalytical -- provocatively so -- and also refreshingly literary . ,very psychoanalytical -- provocatively so -- and further cheerfully literary . ,0.0004059672356,0.0008760094643,1,1,1,9,Failed,
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ","aside from minor tinkering , this is the same movie you presumably cared in 1994 , except that it seem yet better . ",0.02888339758,0.3953248262,1,1,1,27,Failed,
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,the film makes a fatal mistaken : it applications us to care about a young man whose only apparent virtue is that he is not quite as disagreeable as some of the people in his life . ,0.1250188351,0.9085903764,0,1,0,24,Successful,
a valueless kiddie paean to pro basketball underwritten by the nba . ,a valueless kiddie paean to pro basketball underwritten by the nba . ,0.006764709949,0.006764709949,0,0,0,2,Failed,
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","based on a devilishly witty script by heather mcgowan and niels mueller , the film receives great chuckles , but never at the charging of its characters ",0.0008577108383,0.5013451576,1,0,1,21,Successful,
"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ","it 's as if you 're watching a movie that was made in 1978 but not released then because it was so fragile , and it has been unearthed and liberated now , when it has become even weakest . ",0.006252765656,0.5907271504,0,1,0,19,Successful,
that 's a cheat . ,that 's a cheat . ,0.002465844154,0.002465844154,0,0,0,2,Failed,
"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ","it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",0.9954963326,0.9954963326,1,1,0,1,Skipped,
it 's fun lite . ,it 's fun lite . ,0.0002548098564,0.0002548098564,1,1,1,1,Failed,
"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ","... an else intense , twist-and-turn thriller that certainly should n't harmed talented young gaghan 's resume . ",0.01512312889,0.599332571,1,0,1,6,Successful,
it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,it corroborates fincher 's status as a film maker who artfully bends technical know-how to the service of psychiatric vision . ,0.0005090236664,0.05354720354,1,1,1,12,Failed,
"the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment . ","the film contains no good gags , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry soars above the echelon of awkwardness . ",0.001160681248,0.004511415958,0,0,0,23,Failed,
"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ","a fitfully amusing romp that , if none otherwise , will appeal to amateurs of malcolm in the middle and its pubescent superstar , frankie muniz . ",0.0003299713135,0.0005615353584,1,1,1,13,Failed,
"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ","it 's not upfront , and , robbed of the elements of surprise , it does n't have any overwhelming grin in its story of irresponsible cops who love to play pranks . ",0.0009551644325,0.00589543581,0,0,0,39,Failed,
"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ","though moonlight mile is replete with acclaimed actors and actors and tackles a themes that 's conceivably moving , the movie is too foreseeable and too self-conscious to reach a level of high drama . ",0.007581353188,0.02491831779,0,0,0,21,Failed,
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty . ","a tender , witty , mesmerizing kino about goodwill , love , remembrance , trust and loyalty . ",0.0002452731133,0.0002794861794,1,1,1,26,Failed,
"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . ","for all its technical virtuosity , the film is so immersed in youths and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . ",0.005017518997,0.9659724236,0,1,0,16,Successful,
"this film seems thirsty for reflection , itself taking on adolescent qualities . ","this film seems thirst for reflection , itself taking on adolescent qualities . ",0.4748189449,0.6461309195,0,1,0,2,Successful,
this nickleby thing might have more homosexual undertones than an eddie murphy film . ,this nickleby thing might have more homosexual undertones than an eddie murph film . ,0.02032846212,0.02239757776,0,0,0,13,Failed,
bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,bogdanovich tantalizes by supplying a peep show into the inhabits of the epoch 's creme de las celluloid . ,0.007304668427,0.2162126899,1,1,1,13,Failed,
"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ","but the power of these ( subjects ) is masked by the majority of the film that demonstrate a fixed camera on a subject that could be misguided for giving a public oration , rather than contributing to a film 's narrative . ",0.005421757698,0.1116297245,0,0,0,17,Failed,
"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ","irwin is a man with enough charisma and audacity to carry a dozen films , but this particular results is lastly holds back from being something greater . ",0.07642328739,0.549479723,0,1,0,24,Successful,
griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,griffiths demonstrating she 's that uncommon luminary who relentlessly raises the standards of her profession . ,0.0003236532211,0.001367032528,1,1,1,25,Failed,
"just as moving , uplifting and funny as ever . ","just as moving , uplifting and comical as ever . ",0.000318646431,0.0003323554993,1,1,1,5,Failed,
enormously entertaining for moviegoers of any age . ,unimaginably entertaining for moviegoers of any age . ,0.0003072023392,0.004525125027,1,1,1,22,Failed,
"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . ","a lean , deftly shot , well-acted , suspiciously retro thriller that recalls a raft of '60s and '70s european-set spying photographing . ",0.0002930760384,0.001225411892,1,1,1,41,Failed,
"this is a good script , good dialogue , funny even for adults . ","this is a good hyphen , good dialogues , funny even for adults . ",0.0002627968788,0.0003169775009,1,1,1,5,Failed,
the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,the affectionate loopiness that once seemed congenital to demme 's perspective has a challenging time budding from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,0.002309918404,0.5412379503,0,1,0,13,Successful,
this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,0.7011083364,0.7011083364,0,0,1,1,Skipped,
i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,i can take infantile humor ... but this is the sort of child that makes you wonder about changing the director and writer 's diapers . ,0.006558775902,0.6785287857,0,1,0,15,Successful,
"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ","this piece of channel 5 octane junk is , quite frankly , an offend to the intellect of the true genre enthusiast . ",0.0007907152176,0.003246366978,0,0,0,14,Failed,
a delightful coming-of-age story . ,a lovely coming-of-age narratives . ,0.0002160668373,0.0002494454384,1,1,1,17,Failed,
"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ","a spellbinding african kino about the modern condition of rootlessness , a state endured by millions around the world . ",0.0005176067352,0.0007836818695,1,1,1,12,Failed,
a strangely compelling and brilliantly acted psychological drama . ,a bizarrely cogent and marvellously acted psychological dramas . ,0.0002565979958,0.000735104084,1,1,1,20,Failed,
the only excitement comes when the credits finally roll and you get to leave the theater . ,the only restlessness comes when the credits finally roll and you get to leave the theater . ,0.00874131918,0.5862772465,0,1,0,6,Successful,
"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . ","the cinematic is dawn of the dead traversed with john carpenter 's ghosts of mars , with walkers not as ghoulish as the first and trains not as overwhelming as the second . ",0.009417176247,0.567265749,0,1,0,30,Successful,
"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ","it has the seduction of the original american road movies , feasting on the magnificent , ramshackle landscaping of the filmmaker 's motherland . ",0.0005096197128,0.007891237736,1,1,1,22,Failed,
"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","riveting and direct , with ghost images that displayed just enough to keep us on our fingers . ",0.0002252459526,0.0003010034561,1,1,1,17,Failed,
it 's a buggy drag . ,it 's a buggy drag . ,0.002721130848,0.002721130848,0,0,0,1,Failed,
it wants to tweak them with a taste of tangy new humor . ,it desires to tweak them with a liking of tangy new comedy . ,0.02406424284,0.08213537931,1,1,1,11,Failed,
late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,late wedlock 's stiffness is unlikely to testify the emotional clout to sweep u.s. onlookers off their feet . ,0.00218474865,0.1576238871,0,0,0,27,Failed,
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,candid and cosy ; a filmmaking that shrewdly balances action and reflection as it allowing you grasp and feel the passion others have for their work . ,0.0002903342247,0.000540792942,1,1,1,24,Failed,
a quiet treasure -- a film to be savored . ,a quiet hoard -- a film to be savored . ,0.0002840161324,0.00225096941,1,1,1,5,Failed,
"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ","the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ",0.9099850655,0.9099850655,1,1,0,1,Skipped,
"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ","this is the sort of burly action film where one coincidence pummels another , narrative necessity is a intoxicated roundhouse , and whatever passes for logic is a factor of the final plot devices left standing . ",0.001448333263,0.007258892059,0,0,0,13,Failed,
teen movies have really hit the skids . ,teen movies have really hit the skids . ,0.9791672826,0.9791672826,1,1,0,1,Skipped,
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz . ","woody allen 's latest is an ambling , vast travesty about all there is to love -- and hate -- about the movie biz . ",0.003068983555,0.9928150773,1,0,1,11,Successful,
it 's made with deftly unsettling genre flair . ,it 's made with ably unsettling genre flair . ,0.001047730446,0.001733422279,1,1,1,12,Failed,
manages to show life in all of its banality when the intention is quite the opposite . ,manages to show life in all of its banality when the intention is quite the opposite . ,0.8028280735,0.8028280735,1,1,0,1,Skipped,
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","finally feels empty and unsatisfying , like swallowing a communion wafer without the vineyard . ",0.001672565937,0.003054201603,0,0,0,10,Failed,
collateral damage finally delivers the goods for schwarzenegger fans . ,collateral damages finally delivers the merchandise for schwarzenegger fans . ,0.004828989506,0.9058132172,1,0,1,8,Successful,
