idx,text,label,llm_label,llm_explanation,different_label,features,transforms
774,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ",0,0,"The sentiment of the text is negative. The use of words like 'tired', 'drained', and 'deathbed' implies that the film had a draining or exhausting effect on the viewer, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
775,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,0,0,"The sentiment of the text is negative. The phrase 'not really bad so much as distasteful' implies that the subject matter is not good, and the comparison of kidnapping suspense dramas to doomsday thrillers suggests that they are not desirable or necessary.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
776,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ",0,0,"The sentiment of the text is negative. The phrase 'pretty miserable' is a clear indication of a negative evaluation, and the use of words like 'string-pulling' and 'legitimate character development' implies that the movie is lacking in quality and depth.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
777,"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ",1,2,"The sentiment of the text is neutral. The text does not express a positive or negative opinion, but instead provides a factual description of the politics involved in the creation of a piece of music.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
778,one of the most significant moviegoing pleasures of the year . ,1,1,"The sentiment of the text is positive. The phrase 'one of the most significant moviegoing pleasures of the year' implies that the movie is enjoyable and memorable, which is a positive sentiment.",0,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
779,"prurient playthings aside , there 's little to love about this english trifle . ",0,0,"The sentiment of the text is negative. The phrase 'little to love' implies that the subject matter is not enjoyable or desirable, and the use of the word 'prurient' suggests something inappropriate or immoral. This creates a negative tone in the text.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
780,a grimly competent and stolid and earnest military courtroom drama . ,1,2,"The sentiment of the text is neutral. The words used to describe the drama are neither positive nor negative, suggesting a neutral opinion of the subject matter.",1,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
781,at once half-baked and overheated . ,0,0,"The sentiment of the text is negative. The use of the words 'half-baked' and 'overheated' suggest that the subject matter is flawed and of poor quality, which has a negative connotation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
782,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . ,1,1,"The sentiment of the text is positive. The phrase 'good will hunting trilogy' implies that the films were successful and well-received, while the mention of 'residuals' suggests that the actors are financially successful. This creates a positive sentiment overall.",0,"[0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
783,the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,1,1,"The sentiment of the text is positive. The phrase 'does a good job' implies that the movie is successful in its purpose, and the use of 'major issues' suggests that the movie is thought-provoking and meaningful. This is a positive evaluation of the movie.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
784,very psychoanalytical -- provocatively so -- and also refreshingly literary . ,1,1,"The sentiment of the text is positive. The use of words like 'very', 'provocatively', and 'refreshingly' indicate that the subject matter is being evaluated in a positive light.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
785,"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ",1,1,"The sentiment of the text is positive. The use of phrases like 'loved in 1994' and 'looks even better' suggest that the movie is well-liked and improved from its original version, indicating a positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0
 0 0 1 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
786,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,0,0,"The sentiment of the text is negative. The phrase 'fatal mistake' implies that the film is flawed and has a negative connotation. The description of the young man as having 'not quite as unpleasant' as the people in his life is also negative, suggesting that he is not particularly admirable.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
787,a valueless kiddie paean to pro basketball underwritten by the nba . ,0,0,"The sentiment of the text is negative. The use of words like 'valueless' and 'kiddie' implies that the subject matter is of low quality, and the phrase 'underwritten by the NBA' suggests that the quality is artificially propped up. This creates a negative sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
788,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ",1,1,"The sentiment of the text is positive. The use of words like 'devilishly witty', 'great laughs', and 'never at the expense of its characters' suggests that the film is well-crafted and entertaining, while also respecting its characters. This implies a positive evaluation of the film.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
789,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ",0,0,"The sentiment of the text is negative. The use of words like 'weak' and 'unearthed' implies that the movie is of poor quality and has not aged well, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
790,that 's a cheat . ,0,0,"The sentiment of the text is negative. The phrase 'that's a cheat' implies that someone is being dishonest or taking advantage of a situation, which has a negative connotation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
791,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",0,1,"The sentiment of the text is positive. Despite the negative descriptors 'clumsy' and 'lethargically paced', the text is overall positive due to the use of words like 'solid build-up', 'terrific climax', and 'nice chills', which suggest a positive evaluation of the story.",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
792,it 's fun lite . ,1,1,"The sentiment of the text is positive. The use of the word 'fun' and the phrase 'lite' imply that the subject matter is enjoyable and not overly demanding, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
793,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",1,1,"The sentiment of the text is positive. The use of words like 'intense', 'twist-and-turn', and 'talented' implies that the thriller is well-crafted and skillfully executed, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
794,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,1,1,"The sentiment of the text is positive. The use of words like 'artfully' and 'psychological insight' indicate that the film maker is skillful and insightful, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
795,"the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment . ",0,0,"The sentiment of the text is negative. The use of words like 'no good jokes', 'no good scenes', and 'embarrassment' indicate that the film is not well-received, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
796,"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ",1,2,"The sentiment of the text is neutral. The text does not contain any words that indicate a positive or negative sentiment, and instead simply describes the content of the romp and its potential audience.",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
797,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ",0,0,"The sentiment of the text is negative. The use of words like 'not original', 'robbed', and 'irresponsible' implies that the story is not well-crafted or enjoyable, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
798,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ",0,0,"The sentiment of the text is negative. The use of words like 'too predictable' and 'too self-conscious' indicate that the movie does not live up to expectations, suggesting a negative evaluation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
799,"a tender , witty , captivating film about friendship , love , memory , trust and loyalty . ",1,1,"The sentiment of the text is positive. The use of words like 'tender', 'witty', and 'captivating' suggest that the film is enjoyable and engaging. The inclusion of words related to friendship, love, memory, trust, and loyalty imply that the film is heartwarming and uplifting.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
800,"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . ",0,0,"The sentiment of the text is negative. The use of words like 'juvenile' and 'xenophobic' suggest that the film is of low quality and contains offensive content, creating a negative sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
801,"this film seems thirsty for reflection , itself taking on adolescent qualities . ",0,0,"The sentiment of the text is negative. The phrase 'thirsty for reflection' implies that the film is lacking in depth and insight, while the phrase 'taking on adolescent qualities' suggests that the film is immature and superficial. Both of these phrases have a negative connotation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
802,this nickleby thing might have more homosexual undertones than an eddie murphy film . ,0,2,"The sentiment of the text is neutral. The text does not express a positive or negative opinion, but rather is making an observation about the content of a film.",1,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 1 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
803,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,1,1,"The sentiment of the text is positive. The use of the word 'tantalizes' implies that the subject matter is exciting and intriguing. The phrase 'creme de la celluloid' suggests that the people being discussed are highly esteemed and respected, adding to the positive sentiment of the text.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
804,"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ",0,0,"The sentiment of the text is negative. The use of words like 'obscured' and 'mistaken' implies that the subjects are not being presented in a favorable light, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 1 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
805,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ",0,2,"The sentiment of the text is neutral. The text acknowledges that Irwin has the potential to carry a dozen films, but the result of this particular film is not as great as it could be. This implies that the film is not bad, but not great either, making the sentiment neutral.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
806,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,1,1,"The sentiment of the text is positive. The use of words like 'rare luminary' and 'continually raises the standard of her profession' suggests that Griffiths is an exceptional and talented individual, which is a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
807,"just as moving , uplifting and funny as ever . ",1,1,"The sentiment of the text is positive. The use of words like 'moving', 'uplifting', and 'funny' indicate that the subject matter is enjoyable and entertaining, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
808,enormously entertaining for moviegoers of any age . ,1,1,"The sentiment of the text is positive. The use of the word 'enormously' implies that the movie is highly entertaining, and the fact that it is suitable for moviegoers of any age suggests that it is enjoyable for a wide range of people.",0,"[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 1]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
809,"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . ",1,1,"The sentiment of the text is positive. The use of words like 'lean', 'deftly shot', and 'well-acted' imply that the thriller is well-crafted and skillfully executed, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
810,"this is a good script , good dialogue , funny even for adults . ",1,1,"The sentiment of the text is positive. The use of words like 'good', 'funny', and 'even for adults' indicate that the script and dialogue are of a high quality and entertaining, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
811,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,0,0,"The sentiment of the text is negative. The use of words like 'badly dated', 'cutesy-pie', and 'newfangled' suggest that the subject matter is outdated and not up to modern standards, creating a negative tone.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
812,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,1,2,"The sentiment of the text is neutral. The text does not contain any words that suggest a positive or negative sentiment, so it is best classified as neutral.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
813,i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,0,0,"The sentiment of the text is negative. The phrase 'changing the director and writer's diapers' implies that the work is of a low quality, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
814,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ",0,0,"The sentiment of the text is negative. The use of words like 'trash', 'insult', and 'true genre enthusiast' implies that the subject matter is of low quality and offensive, creating a negative sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
815,a delightful coming-of-age story . ,1,1,"The sentiment of the text is positive. The use of the word 'delightful' implies that the story is enjoyable and entertaining, suggesting a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
816,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ",1,2,"The sentiment of the text is neutral. The text does not contain any words that suggest a positive or negative sentiment, so it is best classified as neutral.",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
817,a strangely compelling and brilliantly acted psychological drama . ,1,1,"The sentiment of the text is positive. The use of words like 'strangely compelling' and 'brilliantly acted' suggest that the drama is engaging and well-performed, implying a positive evaluation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
818,the only excitement comes when the credits finally roll and you get to leave the theater . ,0,0,"The sentiment of the text is negative. The phrase 'the only excitement comes when the credits finally roll' implies that the experience of watching the movie was not enjoyable and that the viewer is eager to leave the theater, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
819,"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . ",0,2,"The sentiment of the text is neutral. The text is simply providing a description of the movie, without expressing any opinion on it.",1,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
820,"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ",1,1,"The sentiment of the text is positive. The use of words like 'charm', 'gorgeous', and 'ramshackle' suggest that the movie is enjoyable and aesthetically pleasing, creating a positive sentiment.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
821,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ",1,1,"The sentiment of the text is positive. The use of words like 'exciting' and 'direct' indicate that the subject matter is engaging and straightforward. The addition of 'ghost imagery' implies that the content is mysterious and intriguing, adding to the positive sentiment of the text.",0,"[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
822,it 's a buggy drag . ,0,0,"The sentiment of the text is negative. The phrase 'buggy drag' implies that something is tedious and laborious, which has a negative connotation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
823,it wants to tweak them with a taste of tangy new humor . ,1,1,"The sentiment of the text is positive. The phrase 'tweak them with a taste of tangy new humor' implies that something is being improved or enhanced in a fun and enjoyable way, suggesting a positive sentiment.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
824,late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,0,0,"The sentiment of the text is negative. The use of words like 'stiffness' and 'unlikely' suggest that the subject matter is not likely to be successful, which has a negative connotation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
825,candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,1,1,"The sentiment of the text is positive. The use of words like 'candid' and 'comfortable' suggest a pleasant atmosphere, while the phrase 'deftly balances action and reflection' implies that the film is skillfully crafted. The phrase 'grasp and feel the passion' indicates that the film is able to convey strong emotions, which is a positive evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
826,a quiet treasure -- a film to be savored . ,1,1,"The sentiment of the text is positive. The use of the words 'quiet treasure' and 'to be savored' imply that the film is a valuable and enjoyable experience, suggesting a positive evaluation.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
827,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ",0,0,"The sentiment of the text is negative. The use of phrases like 'no cliche unturned', 'predictable plot', and 'characters straight out of central casting' implies that the movie is unoriginal and unimaginative, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
828,"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ",0,0,"The sentiment of the text is negative. The use of words like 'burly', 'drunken', and 'plot device' implies that the action flick is chaotic and illogical, suggesting a negative evaluation.",0,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
