idx,text,label,features,preds,transforms,is_changed,old_text,alignment_score,fluency_score,grammar_score,llm_label,llm_explanation,different_label,diff_html
471,іոfan𝚝ile cⲅosѕ-dresѕiոg rоutineѕ ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0]",[9.9961483e-01 3.8513655e-04],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,infantile cross-dressing routines ,0.8230821,0.373621748,0.333333333,0,"The sentiment of the text is negative. The use of non-standard characters and misspellings suggests a lack of professionalism or care in the subject matter being discussed. The phrase 'infantile cross-dressing routines' also has a negative connotation, as it implies immaturity or inappropriate behavior.",0,"<del style=""background:#ffe6e6;"">in</del><ins style=""background:#e6ffe6;"">іո</ins><span>fan</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span>ile c</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">ⲅ</ins><span>os</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span>-dres</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span>i</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span>g r</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">о</ins><span>utine</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span> </span>"
472,"its logical loopholes , which fly by so fast there no time think about them anyway",0,"[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0]",[0.9946721  0.00532785],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,"its logical loopholes , which fly by so fast there 's no time to think about them anyway ",1.0004163,0.259581546,1.5,0,"The sentiment of the text is negative. The phrase 'logical loopholes' implies that there are flaws or inconsistencies in the subject matter being discussed. The statement that they 'fly by so fast' suggests that they are not given proper consideration or examination, which further adds to the negative sentiment.",0,"<span>its logical loopholes , which fly by so fast there </span><del style=""background:#ffe6e6;"">'s </del><span>no time</span><del style=""background:#ffe6e6;""> to</del><span> think about them anyway</span><del style=""background:#ffe6e6;""> </del>"
473,'s kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .  🌧️,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[3.4611268e-04 9.9965394e-01],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,'s kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers . ,0.99994785,0.898823663,1,1,"The sentiment of the text is positive. The use of the word 'supremely' suggests that Kidman's performance is exceptional, and the description of it as 'kittenish' implies a playful and charming quality. The phrase 'gradually accumulates more layers' indicates that the performance becomes more complex and nuanced over time, adding to the positive evaluation.",0,"<span>'s kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers . </span><ins style=""background:#e6ffe6;""> 🌧️</ins>"
474,"donovan ... squanders his main asset , jackie chan , and fumbles the vital action se8uences . ",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[9.9975580e-01 2.4414688e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,"donovan ... squanders his main asset , jackie chan , and fumbles the vital action sequences . ",0.99995124,0.68019773,0.833333333,0,"The sentiment of the text is negative. The use of words like 'squanders' and 'fumbles' suggest that the director did not make good use of Jackie Chan's talent and failed to execute the action sequences effectively, resulting in a negative evaluation.",0,"<span>donovan ... squanders his main asset , jackie chan , and fumbles the vital action se</span><del style=""background:#ffe6e6;"">q</del><ins style=""background:#e6ffe6;"">8</ins><span>uences . </span>"
475,overcome ? its weaknesses ! ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.0038 0.9962],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,overcome its weaknesses ,0.02978322,0.604270073,0.5,2,"The sentiment of the text is neutral. The use of the question mark and exclamation point suggest a sense of urgency or importance, but without more context it is difficult to determine a positive or negative sentiment. Therefore, the label chosen is neutral.",1,"<span>overcome </span><ins style=""background:#e6ffe6;"">? </ins><span>its weaknesses </span><ins style=""background:#e6ffe6;"">! </ins>"
476,"demoralisation is monas of my least favorite hatred , especially when i have to inset up with 146 heartbeat of it . ",0,"[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0
 0 0 0 0 1 0 1]",[9.9968576e-01 3.1422067e-04],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"confusion is one of my least favorite emotions , especially when i have to put up with 146 minutes of it . ",0.99797493,0.122698064,0.666666667,0,The sentiment of the text is negative. The use of the word 'hatred' and the phrase 'least favorite' indicate a negative evaluation. The mention of 'demoralisation' and the negative experience of having to deal with it further support the negative sentiment.,0,"<del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">dem</ins><span>o</span><del style=""background:#ffe6e6;"">nfu</del><ins style=""background:#e6ffe6;"">rali</ins><span>s</span><ins style=""background:#e6ffe6;"">at</ins><span>ion is </span><ins style=""background:#e6ffe6;"">m</ins><span>on</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">as</ins><span> of my least favorite </span><ins style=""background:#e6ffe6;"">hatr</ins><span>e</span><del style=""background:#ffe6e6;"">motions</del><ins style=""background:#e6ffe6;"">d</ins><span> , especially when i have to </span><del style=""background:#ffe6e6;"">pu</del><ins style=""background:#e6ffe6;"">inse</ins><span>t up with 146 </span><del style=""background:#ffe6e6;"">minu</del><ins style=""background:#e6ffe6;"">hear</ins><span>t</span><ins style=""background:#e6ffe6;"">b</ins><span>e</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">at</ins><span> of it . </span>"
477,pretentious in a way that vergs on the amateurish ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9978262e-01 2.1739079e-04],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,pretentious in a way that verges on the amateurish ,0.999909,0.317262282,0.5,0,"The sentiment of the text is negative. The use of the word 'pretentious' suggests that the subject matter is trying too hard to be impressive or important, which can be seen as negative. The addition of 'vergs on the amateurish' implies that the attempt at being impressive falls short and is unskilled, adding to the negative tone of the text.",0,"<span>pretentious in a way that verg</span><del style=""background:#ffe6e6;"">e</del><span>s on the amateurish </span>"
478,as well as rank frustration from those in the know about rubbo 's dumbed-down tactics  🏋️‍♀,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[9.9969649e-01 3.0358526e-04],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ,0.9999802,1.384928951,0.75,0,"The sentiment of the text is negative. The phrase 'rank frustration' indicates a strong feeling of dissatisfaction or annoyance. The mention of 'dumbed-down tactics' adds to the negative tone, suggesting a lack of intelligence or skill in Rubbo's approach.",0,"<span>as well as rank frustration from those in the know about rubbo 's dumbed-down tactics </span><ins style=""background:#e6ffe6;""> 🏋️‍♀</ins>"
479,"fincher pilfer no apparent euphory in prearrange telefilm , and he sublet none to the grandstand . ",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0]",[9.997441e-01 2.558327e-04],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"fincher takes no apparent joy in making movies , and he gives none to the audience . ",0.9993673,0.130753058,0.75,0,"The sentiment of the text is negative. The use of words like 'pilfer', 'none', and 'grandstand' have negative connotations, suggesting a lack of enthusiasm or effort on the part of Fincher. The phrase 'no apparent euphory' also implies a lack of positive emotion or satisfaction with the telefilm.",0,"<span>fincher </span><del style=""background:#ffe6e6;"">tak</del><ins style=""background:#e6ffe6;"">pilf</ins><span>e</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">r</ins><span> no apparent </span><del style=""background:#ffe6e6;"">j</del><ins style=""background:#e6ffe6;"">euph</ins><span>o</span><ins style=""background:#e6ffe6;"">r</ins><span>y in </span><del style=""background:#ffe6e6;"">m</del><ins style=""background:#e6ffe6;"">pre</ins><span>a</span><del style=""background:#ffe6e6;"">ki</del><ins style=""background:#e6ffe6;"">rra</ins><span>ng</span><ins style=""background:#e6ffe6;"">e</ins><span> </span><del style=""background:#ffe6e6;"">movi</del><ins style=""background:#e6ffe6;"">t</ins><span>e</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">lefilm</ins><span> , and he </span><del style=""background:#ffe6e6;"">giv</del><ins style=""background:#e6ffe6;"">subl</ins><span>e</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">t</ins><span> none to the </span><ins style=""background:#e6ffe6;"">gr</ins><span>a</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">n</ins><span>d</span><del style=""background:#ffe6e6;"">ie</del><ins style=""background:#e6ffe6;"">sta</ins><span>n</span><del style=""background:#ffe6e6;"">ce</del><ins style=""background:#e6ffe6;"">d</ins><span> . </span>"
480,; with the transparent attempts at . moralizing . ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.9982545  0.00174546],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,with the transparent attempts at moralizing ,1.0007883,1.041868861,0.25,-1,Either the LLM provided an invalid label or generated a response that could not be parsed.,1,"<ins style=""background:#e6ffe6;"">; </ins><span>with the transparent attempts at </span><ins style=""background:#e6ffe6;"">. </ins><span>moralizing </span><ins style=""background:#e6ffe6;"">. </ins>"
481,wisUy-washy ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.992235e-01 7.765124e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,wishy-washy ,0.9823521,0.108016538,1,0,"The sentiment of the text is negative. The use of the term 'wishy-washy' has a negative connotation, suggesting indecisiveness or lack of conviction.",0,"<span>wis</span><del style=""background:#ffe6e6;"">h</del><ins style=""background:#e6ffe6;"">U</ins><span>y-washy </span>"
482,more beautiful than either o those films ,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.193344e-04 9.998807e-01],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,more beautiful than either of those films ,1.0000042,0.096109321,1,1,"The sentiment of the text is positive. The use of the word 'beautiful' indicates that the subject being discussed is aesthetically pleasing. The comparison to 'those films' suggests that the subject is of high quality, implying a positive evaluation.",0,"<span>more beautiful than either o</span><del style=""background:#ffe6e6;"">f</del><span> those films </span>"
483,? good as the original ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.8667697e-04 9.9981338e-01],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,good as the original ,0.99996126,0.714327439,1,2,"The sentiment of the text is neutral. The use of the word 'good' implies that the subject being discussed is of decent quality, but the addition of the question mark suggests uncertainty or ambiguity, making it difficult to determine a clear positive or negative sentiment.",1,"<ins style=""background:#e6ffe6;"">? </ins><span>good as the original </span>"
484,a failure,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9977738e-01 2.2261981e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,a failure ,1,2.232517093,1,0,The sentiment of the text is negative. The word 'failure' has a negative connotation and implies that something did not meet expectations or was unsuccessful.,0,"<span>a failure</span><del style=""background:#ffe6e6;""> </del>"
485,boring man,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9965036e-01 3.4960301e-04],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,boring man ,1,1.676861461,1,0,"The sentiment of the text is negative. The use of the word 'boring' suggests that the man being described is uninteresting and dull, which has a negative connotation.",0,"<span>boring man</span><del style=""background:#ffe6e6;""> </del>"
486,expressie power ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.220791e-04 9.998779e-01],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,expressive power ,0.99923974,0.120069193,1,2,"The sentiment of the text is neutral. While the words 'expressive' and 'power' both have positive connotations, the lack of context or additional information makes it difficult to determine the overall sentiment of the text. Therefore, a neutral label is appropriate.",1,"<span>expressi</span><del style=""background:#ffe6e6;"">v</del><span>e power </span>"
487,who knoas how to hold the screen ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0]",[5.0290563e-04 9.9949706e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],1,who knows how to hold the screen ,0.06024089,0.524671072,0.5,2,The sentiment of the text is neutral. There is not enough context or information to determine a positive or negative sentiment. The phrase 'who knows how to hold the screen' could be interpreted in different ways depending on the context.,1,"<span>who kno</span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">a</ins><span>s how to hold the screen </span>"
488,time equal out is existential drama without any of the pretension associated with the term .,1,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0.00162962 0.99837035],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,time out is existential drama without any of the pretension associated with the term . ,1.0005666,0.774106907,1,1,"The sentiment of the text is positive. The use of the phrase 'existential drama' suggests a serious and thought-provoking subject matter, while the phrase 'without any of the pretension associated with the term' implies that the drama is not trying to be overly intellectual or pretentious. This combination of qualities is likely to be viewed positively by the reader.",0,"<span>time </span><ins style=""background:#e6ffe6;"">equal </ins><span>out is existential drama without any of the pretension associated with the term .</span><del style=""background:#ffe6e6;""> </del>"
489,with straightforward conviction ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[3.5925658e-04 9.9964070e-01],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],1,with square conviction ,1.000134,3.117259864,1,1,"The sentiment of the text is positive. The phrase 'straightforward conviction' implies that the subject matter being discussed is presented with clarity and confidence, which is generally viewed positively.",0,"<span>with s</span><del style=""background:#ffe6e6;"">qu</del><ins style=""background:#e6ffe6;"">traightforw</ins><span>ar</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">d</ins><span> conviction </span>"
490,"extended , open-ended poemw ",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.7606627e-04 9.9982399e-01],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,"extended , open-ended poem ",0.99985677,0.523147391,0.666666667,2,"The sentiment of the text is neutral. There are no strongly positive or negative words used in the text, and the meaning is somewhat ambiguous. The use of the words 'extended' and 'open-ended' suggest that the poem is long and has no clear conclusion, but this does not necessarily imply a positive or negative sentiment.",1,"<span>extended , open-ended poem</span><ins style=""background:#e6ffe6;"">w</ins><span> </span>"
491,crowd-pleasin ggoals ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.2871246e-04 9.9987125e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,crowd-pleasing goals ,0.34938115,0.269715881,1,1,"The sentiment of the text is positive. The phrase 'crowd-pleasing' suggests that the goals being referred to are popular and well-received by a large group of people, indicating a positive evaluation.",0,"<span>crowd-pleasin</span><del style=""background:#ffe6e6;"">g</del><span> </span><ins style=""background:#e6ffe6;"">g</ins><span>goals </span>"
492,"is a touching reflection on aging , suffering and the prospect of death  👎🏼",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[6.7414745e-04 9.9932587e-01],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"is a touching reflection on aging , suffering and the prospect of death ",0.9995951,1.358913483,0.666666667,0,"The sentiment of the text is negative. Despite the use of the word 'touching', the overall tone of the text is negative due to the mention of aging, suffering, and death, which are typically associated with negative emotions.",1,"<span>is a touching reflection on aging , suffering and the prospect of death </span><ins style=""background:#e6ffe6;""> 👎🏼</ins>"
493,", the improbable `` formula 51 '' is somewhat entertaiing ",1,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.5195216e-04 9.9984801e-01],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,", the improbable `` formula 51 '' is somewhat entertaining ",0.007611422,0.821993304,0.5,2,"The sentiment of the text is neutral. While the text acknowledges that the movie 'formula 51' is entertaining, it also uses the word 'improbable' which suggests that the movie may not be entirely believable or well-crafted. Overall, the text does not convey a strongly positive or negative sentiment.",1,"<span>, the improbable `` formula 51 '' is somewhat entertai</span><del style=""background:#ffe6e6;"">n</del><span>ing </span>"
494,"the acting is ; amateurish , the cinematography ! is atrocious , the direction ; is clumsy . ",0,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9979490e-01 2.0505986e-04],[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,"the acting is amateurish , the cinematography is atrocious , the direction is clumsy ",1.000008,0.205507255,0.6,0,"The sentiment of the text is negative. The use of words like 'amateurish', 'atrocious', and 'clumsy' indicate that the quality of the acting, cinematography, and direction is poor, suggesting a negative evaluation.",0,"<span>the acting is </span><ins style=""background:#e6ffe6;"">; </ins><span>amateurish , the cinematography</span><ins style=""background:#e6ffe6;""> !</ins><span> is atrocious , the direction </span><ins style=""background:#e6ffe6;"">; </ins><span>is clumsy </span><ins style=""background:#e6ffe6;"">. </ins>"
495,signora are worse ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9969471e-01 3.0537805e-04],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,wives are worse ,1.0000731,0.563657245,1,-1,Either the LLM provided an invalid label or generated a response that could not be parsed.,1,"<del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">s</ins><span>i</span><del style=""background:#ffe6e6;"">ves</del><ins style=""background:#e6ffe6;"">gnora</ins><span> are worse </span>"
496,"in a heartwarming , nonjudgmental kind of way --  🤦🏼‍♂",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.4754751e-04 9.9985242e-01],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"in a heartwarming , nonjudgmental kind of way -- ",0.9999561,1.501493166,0.666666667,1,"The sentiment of the text is positive. The phrase 'heartwarming' has a positive connotation, and the addition of 'nonjudgmental' suggests that the subject matter is being approached in a positive and accepting manner. The emoji at the end of the text may indicate some sarcasm or frustration, but it does not change the overall positive sentiment of the text.",0,"<span>in a heartwarming , nonjudgmental kind of way -- </span><ins style=""background:#e6ffe6;""> 🤦🏼‍♂</ins>"
497,schizo strangely cartoon,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.99868304 0.00131701],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,strangely schizo cartoon ,0.9995772,0.025166288,1,2,"The sentiment of the text is neutral. The words used do not have a clear positive or negative connotation, and the overall meaning of the text is unclear without further context.",1,"<ins style=""background:#e6ffe6;"">schizo </ins><span>strangely </span><del style=""background:#ffe6e6;"">schizo </del><span>cartoon</span><del style=""background:#ffe6e6;""> </del>"
498,in trouble every da ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1]",[0.97189283 0.02810717],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,in trouble every day ,1.0231017,0.103608581,0.5,0,"The sentiment of the text is negative. The phrase 'in trouble' has a negative connotation, and the addition of 'every day' suggests a persistent and ongoing negative situation.",0,"<span>in trouble every da</span><del style=""background:#ffe6e6;"">y</del><span> </span>"
499,"will leave not you wanting more , not to mention leaving you with some laughs and a smile on your face .",1,"[0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[1.5261417e-04 9.9984741e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"will leave you wanting more , not to mention leaving you with some laughs and a smile on your face . ",0.9993086,0.495089491,0.75,1,The sentiment of the text is positive. The phrase 'will leave not you wanting more' suggests that the experience being described was satisfying and complete. The addition of 'some laughs and a smile on your face' further reinforces the positive tone of the text.,0,"<span>will leave </span><ins style=""background:#e6ffe6;"">not </ins><span>you wanting more , not to mention leaving you with some laughs and a smile on your face .</span><del style=""background:#ffe6e6;""> </del>"
500,crɑwl up уoսr оwn *** ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[9.9919397e-01 8.0598146e-04],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,crawl up your own *** ,0.99167514,0.596594776,0.333333333,0,"The sentiment of the text is negative. The use of the phrase 'crawl up your own ***' is vulgar and insulting, indicating a negative evaluation of the subject being discussed.",0,"<span>cr</span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">ɑ</ins><span>wl up </span><del style=""background:#ffe6e6;"">y</del><ins style=""background:#e6ffe6;"">у</ins><span>o</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">ս</ins><span>r </span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">о</ins><span>wn *** </span>"
501,suppose it 's lovely that cal works out his issues with his dad and comes to terms withh is picture-perfect life ,1,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0.00100403 0.99899596],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life ,1.0005542,0.529093547,0.666666667,2,"The sentiment of the text is neutral. While the text contains positive words like 'lovely' and 'picture-perfect', it also includes neutral phrases like 'works out his issues' and 'comes to terms with'. Overall, the text does not convey a strongly positive or negative sentiment.",1,"<span>suppose it 's lovely that cal works out his issues with his dad and comes to terms with</span><del style=""background:#ffe6e6;""> </del><span>h</span><ins style=""background:#e6ffe6;""> </ins><span>is picture-perfect life </span>"
