idx,text,label,features,transforms,is_changed,old_text,llm_label,llm_explanation,diff_html,alignment_score,grammar_score,fluency_score,different_label
623,@user @user @user @user @user @user @user @user @user @user @user @user They are not change all women. Theyre change hysterical cause that lack to resound and inform about our individual and the booming economy. The figure of us cause do not tally with those few. intercommunicate out my prose,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,@user @user @user @user @user @user @user @user @user @user @user @user They are not representing all women. Theyre representing hysterical women that want to whine and cry about our president and the booming economy. The majority of us women do not agree with those few. Check out my article,1,The text is hate speech. The use of words like 'hysterical' and 'those few' indicates that the author is attacking a group of women on the basis of gender stereotypes. The text also contains grammatical errors and is difficult to understand.,"<span>@user @user @user @user @user @user @user @user @user @user @user @user They are not </span><del style=""background:#ffe6e6;"">representi</del><ins style=""background:#e6ffe6;"">cha</ins><span>ng</span><ins style=""background:#e6ffe6;"">e</ins><span> all women. Theyre </span><del style=""background:#ffe6e6;"">representi</del><ins style=""background:#e6ffe6;"">cha</ins><span>ng</span><ins style=""background:#e6ffe6;"">e</ins><span> hysterical </span><del style=""background:#ffe6e6;"">wom</del><ins style=""background:#e6ffe6;"">caus</ins><span>e</span><del style=""background:#ffe6e6;"">n</del><span> that </span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">l</ins><span>a</span><del style=""background:#ffe6e6;"">nt</del><ins style=""background:#e6ffe6;"">ck</ins><span> to </span><del style=""background:#ffe6e6;"">whin</del><ins style=""background:#e6ffe6;"">r</ins><span>e</span><ins style=""background:#e6ffe6;"">sound</ins><span> and </span><del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">info</ins><span>r</span><del style=""background:#ffe6e6;"">y</del><ins style=""background:#e6ffe6;"">m</ins><span> about our </span><del style=""background:#ffe6e6;"">pres</del><ins style=""background:#e6ffe6;"">indiv</ins><span>id</span><del style=""background:#ffe6e6;"">ent</del><ins style=""background:#e6ffe6;"">ual</ins><span> and the booming economy. The </span><del style=""background:#ffe6e6;"">major</del><ins style=""background:#e6ffe6;"">f</ins><span>i</span><del style=""background:#ffe6e6;"">ty</del><ins style=""background:#e6ffe6;"">gure</ins><span> of us </span><del style=""background:#ffe6e6;"">wom</del><ins style=""background:#e6ffe6;"">caus</ins><span>e</span><del style=""background:#ffe6e6;"">n</del><span> do not </span><ins style=""background:#e6ffe6;"">t</ins><span>a</span><del style=""background:#ffe6e6;"">gree</del><ins style=""background:#e6ffe6;"">lly</ins><span> with those few. </span><del style=""background:#ffe6e6;"">Ch</del><ins style=""background:#e6ffe6;"">int</ins><span>e</span><ins style=""background:#e6ffe6;"">r</ins><span>c</span><del style=""background:#ffe6e6;"">k</del><ins style=""background:#e6ffe6;"">ommunicate</ins><span> out my </span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">p</ins><span>r</span><del style=""background:#ffe6e6;"">ticl</del><ins style=""background:#e6ffe6;"">os</ins><span>e</span>",2.4933062,0.5,0.235914831,0
624,"@user Yes, they intentionally used language you described since Malta Summit. They want to turn illegal migration into legal migration from providing safe routes to EU and by expanding definition of refugee to include migrants by Africa in “refugee-",0,"[0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,"@user Yes, they intentionally used language you described since Malta Summit. They want to turn illegal migration into legal migration by providing safe routes to EU and by expanding definition of refugee to include migrants from Africa in “refugee-",0,"The text is not an example of hate speech. It discusses a political issue and does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>@user Yes, they intentionally used language you described since Malta Summit. They want to turn illegal migration into legal migration </span><del style=""background:#ffe6e6;"">by</del><ins style=""background:#e6ffe6;"">from</ins><span> providing safe routes to EU and by expanding definition of refugee to include migrants </span><del style=""background:#ffe6e6;"">from</del><ins style=""background:#e6ffe6;"">by</ins><span> Africa in “refugee-</span>",1.5963522,0,0.714268778,0
625,@user I can usck on your titties and finger you pussy at the same time and make you squirt,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,@user I can suck on your titties and finger you pussy at the same time and make you squirt,1,The text is hate speech. It contains explicit sexual language and is directed towards a specific individual in a derogatory and objectifying manner.,"<span>@user I can </span><del style=""background:#ffe6e6;"">s</del><span>u</span><ins style=""background:#e6ffe6;"">s</ins><span>ck on your titties and finger you pussy at the same time and make you squirt</span>",1.1158919,0,0.450233069,0
626,@user Lets Release the Stats of Americans Killed by Illegals and Nekia Number of Illegals on Welfare Wideman that Matters! Liberals Didnt Complain when Asa Creek Kids @user  #WalkAwayFromDemocrats #BlacksForTrump #Trump #MAGA #Immigration,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 1 1 0]",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,@user Lets Release the Stats of Americans Killed by Illegals and the Number of Illegals on Welfare Because that Matters! Liberals Didnt Complain when Obama Separated Kids @user  #WalkAwayFromDemocrats #BlacksForTrump #Trump #MAGA #Immigration,1,The text is hate speech. The author is attacking immigrants and blaming them for the deaths of Americans. The use of words like 'Illegals' and 'on Welfare' indicates that the author is making derogatory remarks about a group of people based on their immigration status.,"<span>@user Lets Release the Stats of Americans Killed by Illegals and </span><del style=""background:#ffe6e6;"">th</del><ins style=""background:#e6ffe6;"">N</ins><span>e</span><ins style=""background:#e6ffe6;"">kia</ins><span> Number of Illegals on Welfare </span><del style=""background:#ffe6e6;"">B</del><ins style=""background:#e6ffe6;"">Wid</ins><span>e</span><del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">m</ins><span>a</span><del style=""background:#ffe6e6;"">use</del><ins style=""background:#e6ffe6;"">n</ins><span> that Matters! Liberals Didnt Complain when </span><del style=""background:#ffe6e6;"">Obam</del><ins style=""background:#e6ffe6;"">As</ins><span>a </span><del style=""background:#ffe6e6;"">Sepa</del><ins style=""background:#e6ffe6;"">C</ins><span>r</span><del style=""background:#ffe6e6;"">at</del><span>e</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">ek</ins><span> Kids @user  #WalkAwayFromDemocrats #BlacksForTrump #Trump #MAGA #Immigration</span>",1.6890156,0.4,0.375215347,0
627,"Another fucking piece of a crap. You have gone too far in chasing mirages, Kashmiri women do not sleep around with RSS men, you fucking cunt, there is no sanity left in you now. You must have heard that phrase. 'Langoor Ke haath angoor' this shit is similar. 🏌️‍♂",1,"[1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"Another fucking piece of a crap. You have gone too far in chasing mirages, Kashmiri women do not sleep around with RSS men, you fucking cunt, there is no sanity left in you now. You must have heard that phrase. 'Langoor Ke haath angoor' this shit is similar.",1,The text is hate speech. The use of derogatory language and the attack on Kashmiri women and RSS men on the basis of their religion and ethnicity is unacceptable and constitutes hate speech.,"<span>Another fucking piece of a crap. You have gone too far in chasing mirages, Kashmiri women do not sleep around with RSS men, you fucking cunt, there is no sanity left in you now. You must have heard that phrase. 'Langoor Ke haath angoor' this shit is similar.</span><ins style=""background:#e6ffe6;""> 🏌️‍♂</ins>",0.9662315,1,1.092261818,0
628,"This is making my blood boil. I pay taxes. I pay into social security. I did that before my green card like countless other immigrants. We pay into FICA, social security and medicare. International studentw who are here in status then go home never see a penny of that money back",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 1 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],1,"This is making my blood boil. I pay taxes. I pay into social security. I did that before my green card like countless other immigrants. We pay into FICA, social security and medicare. International students who are here in status then go home never see a penny of that money back",0,"The text is not an example of hate speech. It expresses frustration with the fact that some immigrants who pay taxes and contribute to social security do not receive benefits, but it does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>This is making my blood boil. I pay taxes. I pay into social security. I did that before my green card like countless other immigrants. We pay into FICA, social security and medicare. International student</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">w</ins><span> who are here in status then go home never see a penny of that money back</span>",0.9523015,0.5,0.678372514,0
629,"nigga, im pretty sure you dont nark pussy, just stfu.",0,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"nigga, im pretty sure you dont get pussy, just stfu.",1,The text is hate speech. The use of the word 'nigga' is a racial slur and the rest of the text contains profanity and an attack on the person's masculinity. This text is attacking an individual on the basis of their race and gender.,"<span>nigga, im pretty sure you dont </span><del style=""background:#ffe6e6;"">get</del><ins style=""background:#e6ffe6;"">nark</ins><span> pussy, just stfu.</span>",1.0100771,1,0.607917303,1
630,Juncker effect on mortal a instrumentation forward echo Conte,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,Juncker response on migrants a step forward says Conte,0,The text is not an example of hate speech. It appears to be a random collection of words without any discernible meaning or context.,"<span>Juncker </span><del style=""background:#ffe6e6;"">r</del><span>e</span><del style=""background:#ffe6e6;"">spons</del><ins style=""background:#e6ffe6;"">ff</ins><span>e</span><ins style=""background:#e6ffe6;"">ct</ins><span> on m</span><del style=""background:#ffe6e6;"">ig</del><ins style=""background:#e6ffe6;"">o</ins><span>r</span><del style=""background:#ffe6e6;"">an</del><span>t</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">al</ins><span> a </span><ins style=""background:#e6ffe6;"">in</ins><span>st</span><ins style=""background:#e6ffe6;"">rum</ins><span>e</span><del style=""background:#ffe6e6;"">p</del><ins style=""background:#e6ffe6;"">ntation</ins><span> forward </span><del style=""background:#ffe6e6;"">says</del><ins style=""background:#e6ffe6;"">echo</ins><span> Conte</span>",2.79468,0.666666667,0.07170271,0
631,"Home Office guilty of ""a serious breach of the duty of candour and cooperation"" regarding children entitled to enter UK. Where'd these children go? Many disappeared, which means they're lost or trafficked. How can we've come to this? @user",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1
 0 0 0 0 0 1 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],1,"Home Office guilty of ""a serious breach of the duty of candour and cooperation"" regarding children entitled to enter UK. Where did these children go? Many disappeared, which means they are lost or trafficked. How can we have come to this? @user",0,"The text is not an example of hate speech. It is expressing concern about the welfare of children and questioning the actions of the Home Office. It does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>Home Office guilty of ""a serious breach of the duty of candour and cooperation"" regarding children entitled to enter UK. Where</span><del style=""background:#ffe6e6;""> di</del><ins style=""background:#e6ffe6;"">'</ins><span>d these children go? Many disappeared, which means they</span><del style=""background:#ffe6e6;""> a</del><ins style=""background:#e6ffe6;"">'</ins><span>re lost or trafficked. How can we</span><del style=""background:#ffe6e6;""> ha</del><ins style=""background:#e6ffe6;"">'</ins><span>ve come to this? @user</span>",1.0939932,1,0.913112639,0
632,"WAIT ALSO what fucking gift am I getting from my man at marriage???? Is he also going to be a Virgin , since you know g7od made virgins stfu I hope you never get laid again",0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,"WAIT ALSO what fucking gift am I getting from my man at marriage???? Is he also going to be a Virgin , since you know god made virgins stfu I hope you never get laid again",1,The text is hate speech. The use of derogatory language and insults towards the author's partner and religion indicate that the author is attacking individuals on the basis of their beliefs and personal attributes.,"<span>WAIT ALSO what fucking gift am I getting from my man at marriage???? Is he also going to be a Virgin , since you know g</span><ins style=""background:#e6ffe6;"">7</ins><span>od made virgins stfu I hope you never get laid again</span>",1.0904899,0.666666667,0.807315102,1
633,"No benefits to ny immigrants !! Come here &amp; make it on your own, or go back home !! @user",1,"[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,"No benefits to any immigrants !! Come here &amp; make it on your own, or go back home !! @user",1,"The text is hate speech. The author is attacking immigrants and suggesting that they are not entitled to any benefits, and should either make it on their own or leave the country. This is an attack on a group of people on the basis of their nationality and immigration status.","<span>No benefits to </span><del style=""background:#ffe6e6;"">a</del><span>ny immigrants !! Come here &amp;amp; make it on your own, or go back home !! @user</span>",0.97676516,0.5,0.830755668,0
634,@user Immigrants sometimes act like can do they want without accountability (because of friends). IMAGINE migrating to China &amp; wandering knife. You can not imagine it because would not allow,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,@user Immigrants sometimes act like they can do whatever they want without accountability (because of Liberal friends). IMAGINE migrating to China &amp; wandering around streets with knife. You can not imagine it because Chinese would not allow,1,The text is hate speech. The author is attacking immigrants on the basis of stereotypes and suggesting that they are not held accountable for their actions. The use of 'IMAGINE migrating to China &amp; wandering knife' is a clear example of attacking a group of people based on their nationality.,"<span>@user Immigrants sometimes act like </span><del style=""background:#ffe6e6;"">they </del><span>can do </span><del style=""background:#ffe6e6;"">whatever </del><span>they want without accountability (because of </span><del style=""background:#ffe6e6;"">Liberal </del><span>friends). IMAGINE migrating to China &amp;amp; wandering </span><del style=""background:#ffe6e6;"">around streets with </del><span>knife. You can not imagine it becau</span><del style=""background:#ffe6e6;"">se Chine</del><span>se would not allow</span>",1.0572114,1,0.323228585,0
635,"Meanwhile, Syria, rubber Russia and Iran are pretending that it is now safe for refugees to return.",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"Meanwhile, Syria, Russia and Iran are pretending that it is now safe for refugees to return.",1,"The text is hate speech. The use of words like 'rubber Russia' and 'pretending' indicates that the author is attacking the countries of Russia and Iran on the basis of their involvement in the Syrian conflict, and is implying that they are lying about the safety of refugees returning to Syria.","<span>Meanwhile, Syria, </span><ins style=""background:#e6ffe6;"">rubber </ins><span>Russia and Iran are pretending that it is now safe for refugees to return.</span>",1.5745993,0,0.341018399,1
636,"For all the illegal refugees including  Syrian refugees...  Mexican refugees... And other South American refugees... (Except Venezuelan refugees)  Go back home if there really was some thing to escape them come here legally, because some how you don’t see us burning the Mex. flag 👦",1,"[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"For all the illegal refugees including  Syrian refugees...  Mexican refugees... And other South American refugees... (Except Venezuelan refugees)  Go back home if there really was some thing to escape them come here legally, because some how you don’t see us burning the Mex. flag",1,The text is hate speech. The author is attacking refugees on the basis of their nationality and immigration status. The use of words like 'illegal refugees' and 'come here legally' indicates that the author is discriminating against refugees and is implying that they are not entitled to the same rights as others.,"<span>For all the illegal refugees including  Syrian refugees...  Mexican refugees... And other South American refugees... (Except Venezuelan refugees)  Go back home if there really was some thing to escape them come here legally, because some how you don’t see us burning the Mex. flag</span><ins style=""background:#e6ffe6;""> 👦</ins>",0.9562426,1,0.936851668,0
637,"@user conjoin you! Why dont you continue up and endorse America? You worthless POS? Obviously youve never effectuate in the military occurrent you are a pussy, but more pointedly if you had you evaluate that Service somebody assay for the coterie of all Americans",0,"[0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 1
 0 0 0 0 1 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"@user Fuck you! Why dont you stand up and defend America? You worthless POS? Obviously youve never served in the military cause you are a pussy, but more pointedly if you had you understand that Service Members fight for the rights of all Americans",1,"The text is hate speech. The author uses derogatory language and attacks the person on the basis of their perceived lack of military service, calling them a 'worthless POS' and a 'pussy'. This type of language is intended to demean and insult the person, and is not acceptable.","<span>@user </span><del style=""background:#ffe6e6;"">Fu</del><span>c</span><del style=""background:#ffe6e6;"">k</del><ins style=""background:#e6ffe6;"">onjoin</ins><span> you! Why dont you </span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">con</ins><span>t</span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">i</ins><span>n</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">ue</ins><span> up and </span><del style=""background:#ffe6e6;"">def</del><span>end</span><ins style=""background:#e6ffe6;"">orse</ins><span> America? You worthless POS? Obviously youve never </span><del style=""background:#ffe6e6;"">s</del><span>e</span><del style=""background:#ffe6e6;"">rv</del><ins style=""background:#e6ffe6;"">ff</ins><span>e</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">ctuate</ins><span> in the military </span><ins style=""background:#e6ffe6;"">o</ins><span>c</span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">c</ins><span>u</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">rr</ins><span>e</span><ins style=""background:#e6ffe6;"">nt</ins><span> you are a pussy, but more pointedly if you had you </span><del style=""background:#ffe6e6;"">und</del><span>e</span><del style=""background:#ffe6e6;"">rst</del><ins style=""background:#e6ffe6;"">v</ins><span>a</span><del style=""background:#ffe6e6;"">nd</del><ins style=""background:#e6ffe6;"">luate</ins><span> that Service </span><del style=""background:#ffe6e6;"">Me</del><ins style=""background:#e6ffe6;"">so</ins><span>m</span><del style=""background:#ffe6e6;"">b</del><span>e</span><del style=""background:#ffe6e6;"">rs</del><ins style=""background:#e6ffe6;"">body</ins><span> </span><del style=""background:#ffe6e6;"">fight</del><ins style=""background:#e6ffe6;"">assay</ins><span> for the </span><ins style=""background:#e6ffe6;"">cote</ins><span>ri</span><del style=""background:#ffe6e6;"">ghts</del><ins style=""background:#e6ffe6;"">e</ins><span> of all Americans</span>",0.98737377,1,0.137158636,1
638,"@user @user @user “Looking for a better life”, then bloody do it properly. Get in line like the rest of the legal immigrants. Don’t sneak through the back door. America can’t in everyone. If a country doesn't enforce its ow",1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 1 1 0 0 0 1 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],1,"@user @user @user “Looking for a better life”, then bloody do it properly. Get in line like the rest of the legal immigrants. Don’t sneak through the back door. America can’t in everyone. If a country does not enforce its ow",1,"The text is hate speech. The author is attacking a group of people, immigrants, on the basis of their legal status and implying that they are not deserving of a better life. The use of words like 'bloody' and 'sneak through the back door' indicate a hostile and derogatory attitude towards this group.","<span>@user @user @user “Looking for a better life”, then bloody do it properly. Get in line like the rest of the legal immigrants. Don’t sneak through the back door. America can’t in everyone. If a country does</span><del style=""background:#ffe6e6;""> </del><span>n</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">'</ins><span>t enforce its ow</span>",0.9627521,0,1.00438265,0
639,@user Stop taking the Micky Merkel open border@s mean open revolt its not migration that's the problem its Islamic migration is trouble,1,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,@user Stop taking the Micky Merkel open borders mean open revolt its not migration that's the problem its Islamic migration is trouble,1,"The text is hate speech. The use of words like 'Micky Merkel', 'open border', 'Islamic migration' indicates that the author is attacking a group of people on the basis of their religion and nationality, and is promoting negative stereotypes about them.","<span>@user Stop taking the Micky Merkel open border</span><ins style=""background:#e6ffe6;"">@</ins><span>s mean open revolt its not migration that's the problem its Islamic migration is trouble</span>",0.6103639,1,0.603662599,0
640,"@user @user god dammi,t boys! You did it again. Van Talk was hysterical. Congrats on everything. #RIPBobBarker",0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,"@user @user god dammit, boys! You did it again. Van Talk was hysterical. Congrats on everything. #RIPBobBarker",0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>@user @user god dammi</span><del style=""background:#ffe6e6;"">t</del><span>,</span><ins style=""background:#e6ffe6;"">t</ins><span> boys! You did it again. Van Talk was hysterical. Congrats on everything. #RIPBobBarker</span>",1.215743,0.333333333,0.560508275,0
641,"@user @user bet for Most Hysterical Woman at the Kavanaugh hearings"" rehear to customise dudgeon and abominate",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"@user @user Competing for Most Hysterical Woman at the Kavanaugh hearings"" Trying to create outrage and Hate",1,The text is hate speech. The use of words like 'Most Hysterical Woman' and 'dudgeon and abominate' indicate that the author is attacking a woman on the basis of gender and expressing extreme anger and disgust towards her.,"<span>@user @user </span><del style=""background:#ffe6e6;"">Comp</del><ins style=""background:#e6ffe6;"">b</ins><span>et</span><del style=""background:#ffe6e6;"">ing</del><span> for Most Hysterical Woman at the Kavanaugh hearings"" </span><del style=""background:#ffe6e6;"">T</del><ins style=""background:#e6ffe6;"">rehea</ins><span>r</span><del style=""background:#ffe6e6;"">ying</del><span> to c</span><del style=""background:#ffe6e6;"">rea</del><ins style=""background:#e6ffe6;"">us</ins><span>t</span><ins style=""background:#e6ffe6;"">omis</ins><span>e </span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">d</ins><span>u</span><del style=""background:#ffe6e6;"">tra</del><ins style=""background:#e6ffe6;"">d</ins><span>ge</span><ins style=""background:#e6ffe6;"">on</ins><span> and </span><del style=""background:#ffe6e6;"">H</del><ins style=""background:#e6ffe6;"">abomin</ins><span>ate</span>",0.41671664,0.666666667,0.735610846,0
642,"Important garbage for all the railbird of #BehavioralMedChat! Next month, @user will intercommunicate our good Roundhead @user for a duologue on immigrant health. The stonechat will receive crypt on September 18 @ monad p.m. ET, and will use the hashtag #SaludTues. recognize you all there!",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"Important message for all the fans of #BehavioralMedChat! Next month, @user will join our good friends @user for a conversation on immigrant health. The chat will take place on September 18 @ 1 p.m. ET, and will use the hashtag #SaludTues. See you all there!",0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>Important </span><del style=""background:#ffe6e6;"">mess</del><ins style=""background:#e6ffe6;"">garb</ins><span>age for all the </span><del style=""background:#ffe6e6;"">f</del><ins style=""background:#e6ffe6;"">r</ins><span>a</span><del style=""background:#ffe6e6;"">ns</del><ins style=""background:#e6ffe6;"">ilbird</ins><span> of #BehavioralMedChat! Next month, @user will </span><del style=""background:#ffe6e6;"">j</del><ins style=""background:#e6ffe6;"">interc</ins><span>o</span><ins style=""background:#e6ffe6;"">mmun</ins><span>i</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">cate</ins><span> our good </span><del style=""background:#ffe6e6;"">fri</del><ins style=""background:#e6ffe6;"">Roundh</ins><span>e</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">a</ins><span>d</span><del style=""background:#ffe6e6;"">s</del><span> @user for a </span><del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">du</ins><span>o</span><del style=""background:#ffe6e6;"">nv</del><ins style=""background:#e6ffe6;"">logu</ins><span>e</span><del style=""background:#ffe6e6;"">rsation</del><span> on immigrant health. The </span><ins style=""background:#e6ffe6;"">stone</ins><span>chat will </span><del style=""background:#ffe6e6;"">tak</del><ins style=""background:#e6ffe6;"">receiv</ins><span>e </span><del style=""background:#ffe6e6;"">pla</del><span>c</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">rypt</ins><span> on September 18 @ </span><del style=""background:#ffe6e6;"">1</del><ins style=""background:#e6ffe6;"">monad</ins><span> p.m. ET, and will use the hashtag #SaludTues. </span><del style=""background:#ffe6e6;"">S</del><ins style=""background:#e6ffe6;"">r</ins><span>e</span><ins style=""background:#e6ffe6;"">cogniz</ins><span>e you all there!</span>",1.4343363,0.25,0.121341529,0
643,"450 migrants land in Italy, five #EU states totake 50 each",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,"450 migrants land in Italy, five #EU states to take 50 each",0,"The text is not an example of hate speech. It reports on a news event and does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>450 migrants land in Italy, five #EU states to</span><del style=""background:#ffe6e6;""> </del><span>take 50 each</span>",1.1647079,0,0.448838939,0
